customer_id,age,visit_count,country,status,is_active,signup_at
93,59,15,MX,suspended,false,2024-01-20T15:39:00.000000
47,90,13,US,active,false,2023-05-25T13:37:00.000000
283,69,18,DE,inactive,false,2024-04-17T13:08:00.000000
131,49,7,US,pending,true,2023-06-29T01:48:00.000000
17,64,36,KE,pending,false,2023-06-24T15:48:00.000000
37,24,0,IT,pending,false,2024-01-05T07:36:00.000000
43,47,2,MX,active,false,2023-09-08T01:57:00.000000
9,55,39,IT,inactive,false,2023-11-13T07:04:00.000000
232,90,20,ES,inactive,false,2024-09-11T19:49:00.000000
8,18,5,GB,suspended,true,2023-08-24T13:42:00.000000
144,43,33,JP,pending,true,2023-02-09T07:48:00.000000
128,30,11,GB,pending,false,2024-05-17T13:42:00.000000
138,35,29,KE,suspended,true,2024-04-12T23:12:00.000000
57,46,34,US,suspended,false,2023-01-04T14:34:00.000000
95,65,5,DE,active,true,2024-08-20T03:51:00.000000
177,82,26,GB,active,false,2024-02-13T10:31:00.000000
149,52,8,IT,inactive,true,2024-04-12T04:41:00.000000
36,36,34,FR,pending,true,2024-03-20T01:35:00.000000
86,38,2,JP,active,true,2023-11-16T23:01:00.000000
82,47,8,MX,suspended,true,2023-09-04T17:25:00.000000
131,27,20,NG,pending,true,2024-06-11T08:03:00.000000
271,57,22,IT,inactive,true,2023-08-29T13:10:00.000000
87,91,28,NG,active,false,2023-04-28T10:00:00.000000
140,83,12,JP,pending,false,2024-06-22T09:24:00.000000
151,83,25,NG,active,false,2023-06-14T20:46:00.000000
233,87,29,ES,pending,false,2024-08-14T19:34:00.000000
165,94,5,US,inactive,true,2023-12-30T08:48:00.000000
255,87,25,MX,suspended,false,2023-01-05T09:39:00.000000
243,73,23,GB,pending,true,2023-10-13T20:22:00.000000
59,74,0,US,active,true,2023-02-02T09:13:00.000000
13,92,18,FR,pending,false,2023-07-26T06:48:00.000000
160,83,13,ES,active,true,2024-02-07T04:06:00.000000
198,78,37,JP,suspended,true,2023-11-12T20:26:00.000000
176,41,22,CA,suspended,true,2023-01-11T04:32:00.000000
216,83,23,MX,inactive,true,2023-07-28T23:55:00.000000
97,63,40,IN,inactive,false,2023-04-16T19:30:00.000000
133,43,0,US,active,true,2024-06-09T17:49:00.000000
56,73,6,ES,active,false,2023-04-07T17:39:00.000000
130,27,28,FR,inactive,false,2024-04-01T08:47:00.000000
262,53,25,NG,inactive,false,2023-10-21T11:24:00.000000
108,44,19,MX,pending,true,2023-01-02T01:09:00.000000
222,47,11,FR,active,true,2023-11-08T21:18:00.000000
11,36,19,MX,suspended,false,2023-12-20T02:20:00.000000
116,35,14,MX,suspended,false,2024-03-29T15:24:00.000000
10,44,21,FR,suspended,true,2024-05-17T02:31:00.000000
204,20,21,NG,pending,false,2023-04-13T09:41:00.000000
75,38,13,GB,suspended,false,2023-05-28T03:56:00.000000
19,80,2,IN,suspended,false,2024-06-06T16:16:00.000000
83,64,3,FR,pending,false,2023-03-28T13:31:00.000000
229,41,1,IT,pending,true,2023-08-18T01:34:00.000000
260,24,11,KE,inactive,false,2024-04-06T12:12:00.000000
219,64,38,GB,inactive,true,2023-12-25T18:00:00.000000
279,28,29,NG,pending,false,2023-11-15T13:06:00.000000
113,48,20,GB,active,false,2024-07-06T21:14:00.000000
265,45,2,JP,suspended,true,2023-02-21T04:14:00.000000
231,29,17,US,pending,true,2023-08-18T13:12:00.000000
115,74,37,GB,suspended,true,2023-09-15T10:45:00.000000
269,43,33,KE,inactive,true,2023-06-01T14:27:00.000000
16,95,17,ES,active,false,2024-09-01T04:07:00.000000
203,61,4,DE,active,false,2023-02-26T20:15:00.000000
295,39,40,DE,suspended,false,2023-06-07T22:33:00.000000
165,91,15,IN,active,true,2024-03-30T22:21:00.000000
219,20,0,ES,suspended,true,2023-11-01T18:22:00.000000
31,45,8,US,inactive,false,2024-08-11T11:18:00.000000
153,58,26,IN,inactive,false,2023-03-30T21:29:00.000000
65,79,22,ES,inactive,false,2024-08-11T18:42:00.000000
109,88,17,CA,active,false,2024-02-20T19:06:00.000000
25,22,31,MX,suspended,false,2024-09-12T23:11:00.000000
157,24,2,IT,inactive,true,2023-10-26T13:20:00.000000
37,64,24,MX,suspended,false,2024-02-07T07:14:00.000000
40,81,7,DE,pending,true,2023-04-08T07:56:00.000000
159,89,19,FR,suspended,true,2024-01-02T11:04:00.000000
153,62,26,MX,inactive,true,2023-10-08T11:53:00.000000
82,35,15,US,suspended,false,2023-11-03T01:53:00.000000
214,80,14,JP,pending,true,2023-11-10T14:50:00.000000
290,26,33,IT,inactive,false,2023-11-30T05:43:00.000000
130,83,37,IT,pending,false,2023-12-16T08:29:00.000000
67,58,27,DE,active,false,2024-03-30T09:51:00.000000
5,90,36,DE,pending,false,2023-06-25T18:29:00.000000
288,57,16,DE,pending,false,2024-03-23T22:55:00.000000
20,95,0,KE,pending,false,2023-11-08T20:44:00.000000
112,58,0,NG,inactive,false,2024-02-20T11:35:00.000000
292,91,9,JP,inactive,false,2023-06-30T00:47:00.000000
236,29,30,NG,suspended,true,2024-08-23T14:12:00.000000
88,79,9,GB,active,false,2024-05-04T09:15:00.000000
261,61,22,NG,pending,false,2023-02-18T08:27:00.000000
20,71,4,MX,active,false,2023-01-19T16:16:00.000000
194,27,38,GB,active,false,2023-08-22T06:14:00.000000
103,51,15,ES,active,true,2023-09-11T10:21:00.000000
178,26,35,IN,active,true,2023-06-15T10:21:00.000000
51,59,35,CA,suspended,true,2023-07-18T16:00:00.000000
106,20,9,GB,inactive,true,2024-04-06T14:27:00.000000
294,41,8,FR,suspended,false,2023-10-31T06:17:00.000000
222,59,25,FR,suspended,true,2024-08-31T14:41:00.000000
100,46,8,NG,suspended,false,2023-08-17T19:58:00.000000
253,58,39,IT,inactive,true,2024-04-30T06:40:00.000000
54,51,21,DE,active,true,2023-05-02T19:40:00.000000
200,50,12,IN,suspended,false,2023-09-08T14:55:00.000000
152,57,8,IT,inactive,true,2023-06-21T06:32:00.000000
259,80,8,US,active,true,2023-05-21T14:23:00.000000
256,71,38,IT,pending,false,2024-03-08T07:07:00.000000
9,19,7,JP,suspended,true,2024-05-23T15:30:00.000000
167,55,8,IT,active,true,2023-04-02T12:49:00.000000
206,38,2,MX,inactive,false,2023-12-25T04:39:00.000000
145,55,38,US,inactive,true,2023-04-25T00:02:00.000000
10,24,17,ES,inactive,true,2023-05-05T01:08:00.000000
81,32,17,ES,inactive,false,2023-04-14T13:45:00.000000
103,73,22,MX,inactive,false,2024-05-12T09:05:00.000000
168,73,0,FR,inactive,true,2023-06-12T20:32:00.000000
289,45,9,NG,active,true,2024-01-25T05:06:00.000000
70,53,0,JP,suspended,true,2024-09-11T23:02:00.000000
174,63,4,ES,active,true,2023-01-29T00:46:00.000000
220,90,29,GB,suspended,false,2024-07-02T03:11:00.000000
110,81,27,KE,pending,true,2023-10-05T08:29:00.000000
137,91,25,IN,pending,false,2023-10-01T00:13:00.000000
50,54,19,ES,pending,false,2023-09-04T03:03:00.000000
195,95,8,JP,inactive,true,2023-12-16T06:00:00.000000
281,50,25,JP,pending,false,2024-07-28T14:30:00.000000
177,40,27,US,pending,false,2024-02-08T06:43:00.000000
274,59,23,GB,pending,false,2023-09-27T18:24:00.000000
249,36,28,IN,active,true,2023-09-18T19:35:00.000000
273,63,22,IT,pending,false,2024-06-13T11:06:00.000000
121,30,18,DE,suspended,false,2024-08-05T23:03:00.000000
34,68,30,DE,inactive,true,2024-06-24T02:15:00.000000
21,63,11,IT,active,false,2023-06-15T11:56:00.000000
44,84,17,FR,active,false,2023-12-09T08:49:00.000000
69,90,0,CA,active,false,2023-10-27T17:08:00.000000
87,42,19,US,suspended,true,2023-12-04T10:55:00.000000
86,68,14,NG,active,false,2023-06-23T09:24:00.000000
276,75,3,DE,inactive,false,2024-01-11T15:22:00.000000
110,37,31,MX,suspended,false,2023-03-15T08:09:00.000000
138,79,3,MX,suspended,false,2024-05-07T04:06:00.000000
171,49,0,US,active,true,2023-04-16T22:11:00.000000
260,22,5,DE,pending,false,2023-05-25T11:34:00.000000
131,49,38,IT,suspended,true,2023-04-21T01:36:00.000000
189,28,29,GB,active,true,2024-03-16T05:49:00.000000
174,27,0,KE,suspended,true,2024-02-28T15:06:00.000000
175,22,40,IN,inactive,true,2023-06-14T10:16:00.000000
59,84,15,JP,active,false,2023-04-03T08:17:00.000000
150,82,8,US,active,false,2023-09-03T20:56:00.000000
121,78,25,US,pending,false,2023-10-26T22:29:00.000000
251,90,39,US,suspended,false,2023-11-27T06:15:00.000000
70,79,24,IT,active,false,2024-04-01T19:51:00.000000
297,59,14,IT,pending,false,2023-11-22T05:06:00.000000
283,84,37,IT,pending,true,2023-12-07T21:32:00.000000
54,39,39,ES,suspended,false,2023-03-16T02:32:00.000000
165,90,17,GB,active,true,2024-04-24T23:55:00.000000
21,81,11,ES,pending,true,2023-05-18T00:00:00.000000
209,68,13,MX,inactive,false,2023-01-03T09:26:00.000000
38,19,10,CA,inactive,true,2023-11-29T18:07:00.000000
195,67,5,GB,active,true,2024-07-15T02:54:00.000000
76,88,21,FR,inactive,false,2023-10-21T08:10:00.000000
65,89,22,FR,suspended,true,2023-12-30T09:33:00.000000
175,75,5,GB,active,false,2023-05-28T02:24:00.000000
59,39,7,US,suspended,true,2024-02-17T09:35:00.000000
194,93,35,CA,active,true,2024-03-15T00:15:00.000000
40,93,14,GB,active,false,2024-08-27T11:49:00.000000
293,65,13,ES,inactive,false,2023-11-25T21:59:00.000000
282,24,21,IN,suspended,false,2024-04-02T12:41:00.000000
115,65,35,FR,active,true,2023-02-24T07:30:00.000000
290,63,34,IT,active,false,2024-02-21T05:26:00.000000
42,74,28,FR,active,true,2023-05-05T10:56:00.000000
137,48,5,FR,inactive,false,2023-12-05T00:28:00.000000
187,87,27,CA,inactive,false,2023-08-06T23:47:00.000000
152,56,36,IN,active,true,2023-02-06T18:12:00.000000
289,29,22,IT,active,false,2023-10-03T01:11:00.000000
274,74,10,MX,inactive,true,2024-07-01T19:17:00.000000
59,63,11,FR,suspended,false,2024-03-14T21:25:00.000000
235,42,39,DE,active,false,2024-05-16T22:26:00.000000
142,38,6,FR,suspended,false,2023-07-25T17:06:00.000000
56,35,22,KE,pending,true,2023-05-06T16:29:00.000000
24,74,11,NG,pending,false,2023-05-05T08:34:00.000000
152,23,31,DE,inactive,false,2023-11-16T23:02:00.000000
7,64,39,US,inactive,false,2023-08-11T06:39:00.000000
8,90,5,FR,inactive,false,2024-05-13T16:24:00.000000
47,61,29,GB,active,false,2023-08-10T07:59:00.000000
212,40,27,FR,inactive,false,2023-01-14T16:05:00.000000
59,90,13,IT,inactive,true,2023-12-16T04:09:00.000000
21,80,4,NG,pending,true,2023-12-12T06:24:00.000000
97,79,4,JP,active,true,2023-08-02T20:48:00.000000
123,19,40,NG,active,false,2023-09-20T12:15:00.000000
216,91,16,GB,inactive,false,2024-01-25T20:27:00.000000
83,47,21,US,inactive,true,2023-12-18T20:43:00.000000
60,25,25,DE,active,true,2023-08-19T08:31:00.000000
231,74,23,IT,suspended,true,2023-03-09T22:01:00.000000
86,38,37,CA,pending,false,2023-02-28T09:02:00.000000
124,83,20,CA,pending,false,2023-12-17T22:05:00.000000
82,44,27,ES,inactive,false,2024-08-17T09:56:00.000000
53,69,33,DE,inactive,true,2024-02-13T08:16:00.000000
223,77,39,FR,inactive,true,2023-05-08T00:45:00.000000
194,33,38,US,inactive,true,2023-11-30T01:37:00.000000
278,58,4,MX,suspended,true,2024-04-26T17:33:00.000000
151,51,12,JP,active,false,2023-11-07T01:16:00.000000
282,35,26,JP,pending,false,2023-05-20T13:15:00.000000
130,39,22,IN,inactive,false,2024-06-11T08:49:00.000000
245,60,33,NG,active,false,2024-08-23T05:10:00.000000
162,34,31,FR,active,false,2024-06-30T14:21:00.000000
52,41,22,DE,pending,true,2024-05-14T22:50:00.000000
107,85,7,DE,active,false,2023-08-28T11:36:00.000000
163,57,28,ES,suspended,false,2023-07-23T23:33:00.000000
21,47,21,MX,suspended,false,2024-06-08T17:18:00.000000
14,88,0,US,inactive,false,2024-05-17T22:15:00.000000
6,72,14,IT,active,false,2023-04-10T09:24:00.000000
152,77,19,DE,pending,true,2023-07-11T01:50:00.000000
164,76,26,MX,pending,false,2023-10-06T23:19:00.000000
231,83,8,KE,pending,true,2023-09-03T14:59:00.000000
201,88,12,GB,inactive,true,2023-01-07T16:25:00.000000
161,57,17,IT,pending,false,2024-03-26T08:34:00.000000
205,39,32,MX,pending,true,2023-03-04T04:15:00.000000
33,84,39,KE,suspended,false,2023-11-19T01:24:00.000000
33,82,2,ES,pending,true,2024-01-29T03:30:00.000000
163,57,10,NG,suspended,false,2024-06-20T10:08:00.000000
234,93,37,ES,active,false,2024-06-04T13:05:00.000000
58,44,19,CA,active,false,2024-06-27T10:38:00.000000
129,54,3,FR,active,false,2023-11-19T17:26:00.000000
111,37,7,CA,active,false,2023-09-09T18:01:00.000000
278,18,17,KE,pending,true,2024-06-11T10:37:00.000000
241,61,40,IT,suspended,true,2024-07-05T04:30:00.000000
183,33,37,MX,suspended,true,2023-12-19T23:38:00.000000
133,72,7,KE,pending,false,2023-07-27T11:41:00.000000
94,66,11,ES,pending,false,2023-10-11T09:00:00.000000
278,83,40,IT,active,true,2023-08-06T16:09:00.000000
107,40,35,IN,inactive,false,2023-03-25T05:39:00.000000
158,74,28,MX,suspended,true,2023-01-01T18:03:00.000000
102,75,36,JP,suspended,false,2024-05-22T10:53:00.000000
127,86,15,CA,inactive,true,2023-02-05T04:02:00.000000
185,74,29,US,pending,false,2023-01-17T04:32:00.000000
42,64,27,NG,suspended,true,2023-04-14T01:04:00.000000
144,44,3,JP,pending,true,2024-09-03T18:41:00.000000
46,24,9,NG,pending,false,2023-01-22T16:33:00.000000
230,28,31,IT,inactive,false,2023-07-10T14:42:00.000000
47,31,23,KE,active,true,2023-04-26T20:13:00.000000
295,30,32,KE,active,false,2023-01-30T19:38:00.000000
174,86,18,NG,active,true,2023-12-24T20:53:00.000000
117,67,24,MX,suspended,false,2024-07-04T03:19:00.000000
200,35,5,GB,active,false,2024-05-31T19:53:00.000000
158,74,36,US,suspended,true,2024-05-24T04:49:00.000000
22,68,27,NG,pending,false,2023-11-15T11:34:00.000000
168,41,8,FR,pending,true,2024-03-01T19:05:00.000000
96,78,32,ES,active,false,2023-10-27T19:34:00.000000
163,75,14,IN,pending,true,2024-09-02T02:22:00.000000
297,84,27,KE,suspended,true,2023-08-20T06:16:00.000000
156,93,31,IT,active,true,2023-10-16T19:00:00.000000
126,22,4,FR,inactive,true,2024-01-02T22:29:00.000000
172,93,37,KE,suspended,true,2023-06-07T17:07:00.000000
52,42,23,DE,active,true,2023-04-21T04:39:00.000000
279,93,34,NG,suspended,true,2024-03-12T13:22:00.000000
297,75,33,DE,pending,false,2024-02-27T04:55:00.000000
48,80,11,NG,active,true,2024-05-01T23:56:00.000000
126,67,3,DE,pending,false,2023-01-18T15:48:00.000000
113,55,13,KE,active,false,2023-11-02T18:50:00.000000
11,62,12,US,active,false,2024-04-07T10:11:00.000000
125,40,1,MX,inactive,true,2023-09-06T16:38:00.000000
206,94,22,ES,suspended,false,2024-01-04T06:35:00.000000
38,52,15,GB,inactive,true,2023-10-20T09:37:00.000000
138,41,15,IT,suspended,false,2024-05-03T08:46:00.000000
283,21,33,IN,pending,false,2024-04-21T01:43:00.000000
37,89,33,DE,active,false,2023-06-17T20:09:00.000000
39,25,26,IN,inactive,false,2023-06-21T21:58:00.000000
12,26,35,FR,active,false,2023-06-04T07:06:00.000000
6,88,26,JP,active,false,2023-04-07T14:48:00.000000
149,47,10,JP,suspended,true,2023-12-22T06:56:00.000000
184,75,15,GB,pending,true,2023-05-19T09:43:00.000000
253,58,0,CA,pending,false,2024-04-10T00:39:00.000000
241,74,14,KE,inactive,true,2024-02-16T22:34:00.000000
79,60,32,FR,pending,false,2023-09-03T13:06:00.000000
52,31,34,FR,inactive,false,2023-01-28T03:59:00.000000
257,67,3,NG,active,false,2023-05-14T03:34:00.000000
168,24,9,US,inactive,true,2023-02-28T09:25:00.000000
40,77,35,FR,active,false,2023-05-09T18:49:00.000000
261,53,5,IT,inactive,true,2024-04-28T02:11:00.000000
89,70,1,IT,pending,true,2023-01-04T16:19:00.000000
92,77,9,JP,suspended,false,2023-11-11T09:53:00.000000
77,60,34,MX,pending,true,2023-08-16T08:24:00.000000
73,82,17,CA,inactive,true,2024-05-20T01:40:00.000000
164,30,14,IN,inactive,true,2023-01-30T17:44:00.000000
157,39,23,KE,inactive,false,2024-05-01T20:46:00.000000
55,69,21,NG,suspended,false,2023-11-15T11:58:00.000000
264,87,8,NG,inactive,false,2024-03-21T07:09:00.000000
151,72,6,GB,inactive,true,2024-09-15T11:56:00.000000
65,79,16,US,inactive,true,2023-05-31T03:55:00.000000
106,82,26,KE,suspended,true,2023-05-23T01:50:00.000000
73,37,22,KE,inactive,true,2023-12-24T19:01:00.000000
280,58,38,NG,pending,true,2024-08-26T05:45:00.000000
17,36,2,DE,pending,false,2024-05-13T23:37:00.000000
162,62,35,FR,inactive,false,2023-01-19T08:09:00.000000
284,35,3,CA,pending,false,2024-01-09T02:41:00.000000
106,42,29,NG,pending,false,2024-03-09T21:45:00.000000
92,46,2,KE,inactive,false,2024-07-31T22:09:00.000000
154,45,40,GB,inactive,true,2024-01-12T02:46:00.000000
222,76,20,KE,inactive,true,2024-09-12T02:06:00.000000
276,37,19,IN,pending,true,2024-03-07T11:07:00.000000
81,31,19,MX,active,true,2024-05-26T12:22:00.000000
25,31,24,MX,inactive,true,2024-09-03T15:04:00.000000
127,72,19,IN,inactive,true,2023-08-12T16:13:00.000000
130,24,24,JP,active,true,2024-05-09T20:56:00.000000
33,76,30,ES,suspended,true,2024-07-07T09:53:00.000000
229,37,18,IN,active,true,2024-04-12T16:14:00.000000
221,65,7,KE,pending,true,2024-03-13T13:27:00.000000
282,89,37,DE,suspended,false,2023-06-17T13:20:00.000000
129,59,0,IN,inactive,false,2023-03-11T15:13:00.000000
278,53,6,JP,suspended,true,2024-08-03T09:16:00.000000
225,68,27,GB,inactive,true,2023-08-27T22:59:00.000000
276,19,4,KE,inactive,true,2023-01-07T05:42:00.000000
233,67,13,IT,pending,false,2024-09-08T05:27:00.000000
6,80,7,IN,inactive,false,2023-12-28T04:12:00.000000
203,75,40,MX,active,false,2023-11-04T02:24:00.000000
174,56,0,US,pending,false,2023-06-02T21:21:00.000000
88,56,15,GB,pending,true,2023-06-15T17:22:00.000000
133,92,30,US,pending,true,2023-12-07T18:54:00.000000
249,67,4,US,active,false,2023-04-27T17:51:00.000000
13,58,13,CA,pending,true,2024-07-15T16:57:00.000000
214,55,21,ES,inactive,false,2023-04-26T14:42:00.000000
293,40,13,DE,suspended,true,2023-04-16T16:51:00.000000
10,30,18,ES,active,false,2024-01-31T22:28:00.000000
32,80,18,GB,suspended,false,2023-04-28T16:46:00.000000
182,41,29,MX,suspended,false,2023-11-27T21:31:00.000000
297,75,29,US,active,false,2023-09-17T06:54:00.000000
71,37,35,ES,active,true,2024-09-02T03:33:00.000000
65,76,36,US,active,false,2023-03-12T05:32:00.000000
71,31,32,GB,active,true,2023-06-24T09:16:00.000000
133,86,13,US,active,false,2024-05-01T08:25:00.000000
142,33,29,ES,active,true,2023-07-31T08:03:00.000000
204,86,24,CA,inactive,false,2024-03-25T18:38:00.000000
289,58,5,DE,pending,true,2023-11-06T07:10:00.000000
206,58,1,DE,inactive,true,2023-11-10T03:52:00.000000
89,81,4,NG,suspended,false,2023-11-23T07:14:00.000000
46,89,19,KE,active,true,2024-05-02T12:29:00.000000
120,61,39,MX,active,false,2023-01-04T14:23:00.000000
249,92,28,ES,inactive,false,2023-10-23T15:17:00.000000
4,58,13,NG,pending,true,2023-04-17T11:15:00.000000
91,89,18,IN,inactive,false,2023-11-14T01:54:00.000000
271,93,26,CA,inactive,true,2024-01-19T11:15:00.000000
163,77,11,JP,inactive,false,2023-07-03T11:13:00.000000
