order_id,customer_age,quantity,region,status,unit_price
73,52,6,west,pending,25.36
74,89,2,west,delivered,394.78
75,46,19,north,shipped,113.65
76,59,9,south,shipped,272.31
77,25,15,west,delivered,355.3
78,47,2,west,cancelled,440.54
79,22,11,east,pending,415.85
80,58,9,north,pending,249.07
81,69,9,east,shipped,35.39
82,52,16,south,delivered,77.34
83,26,13,east,delivered,139.85
84,45,12,north,shipped,495.93
85,90,17,north,shipped,135.12
86,58,7,north,delivered,486.74
87,45,20,west,pending,158.96
88,81,1,north,shipped,330.54
89,68,3,north,shipped,135.34
90,76,18,east,cancelled,491.86
91,36,15,north,delivered,138.75
92,51,13,north,cancelled,475.37
93,35,20,south,shipped,291.17
94,49,6,west,pending,263.99
95,89,15,west,pending,313.22
96,86,2,south,cancelled,114.02
97,51,9,north,pending,87.04
98,72,8,west,cancelled,378.19
99,69,17,west,cancelled,114.61
100,64,18,west,delivered,174.93
101,46,11,north,cancelled,409.42
102,35,5,north,shipped,21.23
103,83,17,south,cancelled,79.89
104,81,15,north,pending,160.43
105,29,3,north,delivered,443.3
106,24,12,north,shipped,136.56
107,32,17,west,shipped,416.06
108,37,8,east,delivered,342.43
109,38,9,east,cancelled,353.74
110,72,9,north,delivered,118.73
111,26,8,south,cancelled,389.6
112,67,1,east,cancelled,413.94
113,66,5,west,shipped,179.82
114,77,19,west,delivered,399.0
115,85,20,south,delivered,498.66
116,50,15,north,delivered,300.55
117,88,8,north,delivered,418.53
118,19,18,north,cancelled,61.79
119,32,11,north,delivered,216.25
120,86,10,north,delivered,191.91
121,52,9,west,delivered,327.02
122,61,6,north,cancelled,10.96
123,32,9,north,cancelled,263.96
124,55,2,south,delivered,422.94
125,73,5,north,delivered,324.31
126,38,20,east,pending,218.5
127,76,9,west,cancelled,57.34
128,18,18,south,shipped,365.52
129,51,1,west,cancelled,217.51
130,82,10,north,pending,115.1
131,40,14,west,delivered,26.24
132,82,17,north,pending,449.65
133,31,17,south,delivered,135.33
134,56,13,east,delivered,266.28
135,82,20,east,delivered,230.55
136,43,18,east,pending,63.93
137,37,20,east,shipped,244.85
138,65,2,north,pending,407.36
139,38,18,east,delivered,105.23
140,87,15,north,delivered,267.74
141,85,13,south,delivered,93.26
142,18,7,south,pending,35.48
143,59,9,south,shipped,56.78
144,80,6,south,pending,133.06
145,20,16,west,shipped,193.89
146,32,6,west,shipped,124.69
147,64,10,east,shipped,315.67
148,57,15,north,pending,499.98
149,48,15,north,cancelled,10.55
150,25,4,north,pending,376.25
151,48,4,west,pending,434.82
152,90,12,north,delivered,455.85
153,28,15,east,pending,236.48
154,28,18,west,pending,472.08
155,80,15,east,cancelled,413.43
156,26,7,north,pending,44.89
157,86,16,east,shipped,215.64
158,34,18,east,shipped,75.68
159,34,3,west,pending,388.76
160,78,11,east,delivered,218.48
161,88,14,west,cancelled,244.1
162,39,4,north,delivered,258.76
163,51,13,east,shipped,96.36
164,85,6,south,pending,170.51
165,72,3,east,pending,35.98
166,45,16,north,pending,371.2
167,87,7,south,delivered,225.03
168,43,13,north,delivered,399.09
169,57,16,north,delivered,188.92
170,69,3,east,delivered,22.0
171,65,8,east,delivered,479.69
172,74,17,north,cancelled,452.97
173,84,16,east,pending,481.71
174,75,7,south,cancelled,89.75
175,33,3,east,pending,91.84
176,49,10,south,delivered,271.92
177,46,1,west,cancelled,80.42
178,26,7,east,delivered,122.96
179,61,3,west,shipped,152.35
180,20,19,east,cancelled,412.76
181,88,4,west,delivered,20.63
182,47,13,west,cancelled,415.29
183,46,14,east,pending,292.06
184,18,14,east,pending,397.57
185,27,4,south,pending,454.58
186,25,14,north,pending,462.11
187,47,6,south,shipped,284.73
188,26,10,west,cancelled,358.4
189,22,13,north,shipped,458.4
190,60,20,north,delivered,33.7
191,27,18,west,cancelled,226.66
192,83,17,east,delivered,280.5
193,48,19,east,pending,189.64
194,53,14,west,shipped,107.46
195,80,16,north,cancelled,444.95
196,45,13,east,cancelled,229.53
197,87,6,north,cancelled,297.31
198,34,3,south,pending,358.95
199,78,17,north,shipped,165.02
200,49,5,east,delivered,272.27
201,78,6,east,delivered,398.66
202,70,10,north,cancelled,357.27
203,42,15,east,pending,37.51
204,30,19,south,delivered,259.84
205,30,6,east,pending,33.53
206,73,5,east,pending,423.3
207,63,9,west,pending,286.08
208,72,16,west,shipped,349.96
209,70,13,south,cancelled,277.43
210,77,18,east,cancelled,483.34
211,24,14,east,cancelled,242.35
212,30,15,north,cancelled,117.74
213,25,2,south,shipped,417.5
214,69,15,south,cancelled,81.28
215,61,4,north,shipped,312.97
216,31,13,east,cancelled,410.63
217,49,15,west,pending,175.95
218,42,3,north,cancelled,98.12
219,42,9,west,shipped,496.83
220,86,17,west,cancelled,267.69
221,75,19,north,cancelled,492.08
222,35,12,east,shipped,274.63
223,72,15,south,delivered,471.24
224,41,20,south,cancelled,465.88
225,53,5,east,shipped,138.86
226,77,11,west,delivered,401.2
227,49,15,east,pending,225.86
228,27,18,west,delivered,477.08
229,74,12,west,pending,217.37
230,88,6,east,cancelled,42.35
231,30,7,north,cancelled,366.09
232,24,11,east,shipped,235.46
233,87,5,east,cancelled,228.36
234,19,20,west,cancelled,10.29
235,29,17,west,pending,64.45
236,48,2,west,pending,430.45
237,39,1,east,delivered,249.43
238,70,20,east,cancelled,153.52
239,80,7,east,pending,304.11
240,79,10,south,delivered,342.75
241,45,3,north,cancelled,271.54
242,69,8,south,cancelled,238.17
243,25,15,west,shipped,295.73
244,39,8,west,delivered,8.9
245,66,9,south,cancelled,325.51
246,18,11,south,delivered,364.09
247,67,9,west,pending,77.71
248,51,5,south,pending,454.08
249,76,10,west,cancelled,246.75
250,54,16,east,shipped,132.62
251,72,4,south,cancelled,127.85
252,89,3,south,cancelled,305.45
253,80,12,west,delivered,93.31
254,37,11,east,cancelled,445.1
255,42,17,north,pending,259.42
256,55,6,east,shipped,291.76
257,45,6,north,shipped,423.83
258,25,3,west,delivered,497.72
259,87,18,north,shipped,307.74
260,25,4,west,pending,155.45
261,58,19,east,pending,296.95
262,25,11,west,cancelled,99.61
263,24,3,south,shipped,144.98
264,79,15,south,pending,225.33
265,82,3,south,delivered,436.47
266,85,20,south,delivered,171.77
267,38,1,west,cancelled,422.96
268,25,15,north,cancelled,319.18
269,83,1,south,pending,420.17
270,28,14,north,shipped,59.26
271,41,15,east,cancelled,239.89
272,26,16,south,pending,460.63
273,26,14,north,delivered,414.41
274,48,20,north,shipped,452.48
275,69,7,south,pending,118.57
276,33,4,west,delivered,432.73
277,90,7,south,pending,185.3
278,49,4,east,delivered,82.37
279,23,13,north,pending,180.74
280,28,10,south,cancelled,219.46
281,71,11,west,pending,406.4
282,90,8,south,delivered,422.69
283,84,18,west,cancelled,212.17
284,58,7,east,shipped,66.1
285,51,7,west,cancelled,85.93
286,44,13,south,pending,484.84
287,58,10,east,pending,404.63
288,48,6,south,pending,96.18
289,51,12,south,cancelled,302.43
290,68,11,east,cancelled,372.36
291,34,1,south,cancelled,151.02
292,56,8,south,shipped,52.1
293,76,12,south,shipped,379.47
294,58,8,west,pending,406.99
295,27,8,west,pending,492.87
296,19,6,east,cancelled,90.38
297,76,3,east,pending,161.1
298,90,2,south,pending,88.51
299,30,4,north,delivered,449.66
300,27,6,south,delivered,14.66
301,86,11,west,cancelled,254.17
302,45,10,north,pending,14.56
303,82,13,west,delivered,366.41
304,51,15,east,delivered,12.52
305,34,11,north,cancelled,225.92
306,62,20,west,pending,194.5
307,26,3,south,cancelled,412.67
308,49,10,north,shipped,33.1
309,65,19,north,shipped,130.85
310,54,19,west,pending,489.21
311,38,20,north,cancelled,110.33
312,74,12,north,pending,305.21
313,87,19,south,pending,243.23
314,56,15,east,pending,402.75
315,85,16,north,shipped,348.16
316,19,2,south,cancelled,32.52
317,88,8,west,cancelled,399.81
318,56,4,north,delivered,488.11
319,31,16,south,cancelled,58.79
320,35,1,west,cancelled,497.38
321,51,12,north,shipped,69.25
322,32,14,south,cancelled,123.59
323,31,18,west,pending,484.24
324,88,5,north,pending,174.86
325,37,12,east,pending,466.01
326,52,18,west,shipped,230.79
327,54,7,east,shipped,342.22
328,44,6,east,shipped,250.01
329,61,2,west,pending,13.87
330,44,3,east,shipped,39.28
331,51,9,east,pending,273.66
332,82,7,south,shipped,299.73
333,80,11,north,cancelled,26.73
334,50,10,north,delivered,269.93
335,24,12,south,cancelled,244.95
336,29,13,north,pending,221.25
337,72,7,south,cancelled,453.84
338,53,13,west,pending,414.26
339,23,16,south,shipped,297.94
340,18,20,east,pending,298.7
341,60,17,east,shipped,168.49
342,34,17,south,shipped,56.65
343,51,8,south,cancelled,322.28
344,38,14,north,shipped,493.6
345,74,17,south,pending,47.97
346,88,14,south,shipped,135.07
347,72,8,east,delivered,391.86
348,89,14,west,delivered,469.63
349,19,10,south,delivered,102.45
350,32,10,west,pending,100.7
351,27,10,east,shipped,108.09
352,37,19,north,shipped,249.47
353,87,17,south,delivered,18.55
354,22,4,east,shipped,39.75
355,65,1,north,shipped,489.85
356,88,13,east,cancelled,221.35
357,36,7,east,pending,276.48
358,73,5,west,shipped,481.26
359,34,14,north,delivered,135.61
360,23,15,north,cancelled,274.95
361,57,7,north,cancelled,364.87
362,64,19,north,pending,328.41
363,23,5,west,delivered,84.34
364,63,1,south,pending,421.45
365,44,13,south,pending,114.43
366,49,1,north,cancelled,232.72
367,31,9,north,cancelled,91.5
368,63,5,north,cancelled,406.07
369,89,19,east,pending,492.71
370,70,10,south,delivered,100.28
371,37,5,north,shipped,108.44
372,48,20,south,shipped,310.46
373,38,20,west,delivered,127.6
374,40,5,north,shipped,23.8
375,70,3,west,pending,19.39
376,21,3,south,delivered,286.77
377,40,20,south,pending,237.61
378,60,6,north,delivered,336.74
379,70,9,south,cancelled,498.31
380,49,15,east,shipped,9.11
381,52,9,west,cancelled,367.01
382,38,7,west,cancelled,304.99
383,31,11,north,shipped,186.5
384,66,2,east,pending,16.81
385,22,14,south,shipped,438.5
386,78,20,north,delivered,19.18
387,46,16,west,shipped,236.14
388,43,18,south,cancelled,352.09
389,76,6,north,cancelled,329.0
390,62,2,east,delivered,50.33
391,57,19,north,delivered,322.31
392,47,19,south,cancelled,367.71
393,46,7,east,delivered,133.39
394,21,17,south,shipped,415.21
395,42,16,east,cancelled,329.31
396,69,5,south,shipped,490.69
397,60,4,north,delivered,221.11
398,53,4,west,pending,438.13
399,26,5,north,pending,167.11
400,53,1,north,pending,56.19
401,62,7,east,cancelled,205.13
402,83,17,south,cancelled,86.02
403,69,5,south,cancelled,449.16
404,86,19,south,cancelled,379.57
405,60,20,north,delivered,349.49
406,21,17,south,delivered,143.06
407,32,7,east,delivered,431.27
408,51,19,north,shipped,235.74
409,40,20,east,delivered,442.02
410,51,2,south,cancelled,389.48
411,22,4,west,pending,340.0
412,31,12,west,pending,202.12
413,73,1,west,delivered,469.03
414,62,12,east,shipped,226.92
415,58,20,east,cancelled,230.75
416,73,12,south,shipped,449.72
417,83,10,east,shipped,485.36
418,32,16,south,cancelled,434.94
419,67,14,south,shipped,156.72
420,42,3,east,delivered,276.09
421,50,14,south,shipped,488.74
422,23,18,east,delivered,22.61
423,73,2,east,shipped,298.07
424,18,13,west,pending,441.84
425,84,17,east,delivered,260.26
426,86,2,east,pending,461.22
427,43,8,west,delivered,304.63
428,64,2,west,shipped,22.04
429,73,10,south,cancelled,8.1
430,26,1,east,cancelled,495.85
431,60,1,south,pending,13.03
432,58,11,west,shipped,150.6
433,33,9,north,delivered,51.56
434,56,14,west,cancelled,424.25
435,82,17,east,shipped,210.96
436,57,1,south,delivered,343.54
437,70,3,south,delivered,410.46
438,59,7,north,shipped,196.19
439,69,4,west,shipped,65.63
440,55,9,north,delivered,116.57
441,88,7,south,shipped,73.01
442,34,8,west,cancelled,382.37
443,42,14,south,cancelled,359.7
444,71,1,east,shipped,346.0
445,66,12,east,shipped,264.97
446,40,16,east,cancelled,364.9
447,90,9,south,delivered,411.3
448,56,7,south,pending,333.66
449,69,6,east,delivered,140.55
450,88,4,south,shipped,247.28
451,18,4,north,cancelled,460.99
452,56,4,west,delivered,66.74
453,54,12,west,pending,459.01
454,44,9,south,pending,122.99
455,73,19,north,delivered,150.79
456,59,11,south,shipped,12.62
457,77,20,east,pending,327.64
458,74,20,west,cancelled,212.58
459,74,5,north,pending,474.95
460,45,19,north,pending,349.47
461,83,3,west,delivered,462.27
462,78,16,south,pending,362.78
463,39,20,south,delivered,241.17
464,28,4,west,shipped,492.88
465,54,20,east,pending,67.52
466,83,13,north,pending,313.74
467,60,20,east,delivered,399.81
468,29,2,north,cancelled,275.7
469,48,20,west,shipped,452.39
470,57,3,west,shipped,101.62
471,46,8,east,pending,484.59
472,43,13,south,pending,278.8
473,36,10,east,pending,409.94
474,21,3,north,cancelled,178.92
475,23,16,east,delivered,138.21
476,49,14,east,delivered,443.93
477,78,11,west,shipped,181.4
478,27,19,south,pending,110.11
479,76,5,west,delivered,128.9
480,71,1,east,cancelled,45.8
481,42,12,east,cancelled,406.27
482,67,19,south,delivered,264.69
483,81,10,south,shipped,41.1
484,69,18,east,pending,318.97
485,49,7,north,cancelled,142.49
486,36,13,west,cancelled,61.51
487,18,1,south,cancelled,335.76
488,31,19,north,cancelled,233.71
489,72,1,east,delivered,338.09
490,46,3,north,delivered,103.36
491,40,14,east,shipped,345.56
492,84,17,east,shipped,389.35
493,77,1,south,shipped,434.82
494,24,4,east,shipped,407.49
495,89,3,west,cancelled,375.08
496,49,11,west,shipped,83.31
497,33,7,east,cancelled,170.54
498,76,14,south,shipped,35.6
499,35,1,east,cancelled,421.81
500,77,20,west,delivered,339.34
501,85,13,south,delivered,129.99
502,89,10,west,pending,377.45
503,58,7,east,shipped,464.71
504,74,20,south,cancelled,427.73
505,82,10,west,cancelled,16.58
506,72,12,west,cancelled,287.47
507,88,7,west,cancelled,234.14
508,75,9,north,delivered,101.8
509,38,20,north,pending,415.91
510,78,16,south,shipped,499.32
511,75,7,north,delivered,107.27
512,51,5,west,pending,271.68
513,49,2,west,delivered,407.52
514,53,1,north,pending,120.99
515,84,19,east,shipped,17.17
516,80,14,west,pending,415.16
517,48,2,east,shipped,192.61
518,53,4,north,cancelled,86.16
519,74,12,east,pending,259.03
520,27,7,west,pending,421.64
521,54,11,north,delivered,57.87
522,48,7,west,shipped,129.29
523,52,1,south,shipped,135.72
524,60,12,east,cancelled,262.81
525,58,8,north,delivered,441.25
526,87,6,north,cancelled,138.23
527,28,12,north,delivered,77.74
528,35,14,west,delivered,113.3
529,37,6,west,pending,409.44
530,47,10,west,cancelled,362.04
531,67,18,east,delivered,379.31
532,37,18,east,delivered,350.7
533,45,18,east,delivered,90.07
534,26,18,north,pending,193.02
535,71,1,east,cancelled,56.91
536,70,10,west,shipped,196.66
537,60,20,north,shipped,362.52
538,87,16,south,delivered,40.07
539,77,2,north,shipped,68.58
540,71,9,north,shipped,493.58
541,25,14,west,pending,346.32
542,44,9,south,cancelled,137.05
543,71,18,south,cancelled,195.11
544,67,11,east,delivered,309.08
545,20,11,west,shipped,403.17
546,66,12,east,cancelled,363.04
547,79,4,north,delivered,80.68
548,18,13,north,delivered,86.95
549,63,19,east,delivered,190.82
550,56,7,south,cancelled,423.37
551,67,6,north,cancelled,169.21
552,71,10,east,delivered,66.59
553,86,2,south,cancelled,468.75
554,87,11,east,pending,16.73
555,46,15,west,shipped,24.8
556,80,10,east,delivered,163.27
557,46,4,north,delivered,440.96
558,52,3,south,pending,63.98
559,73,19,south,delivered,22.62
560,80,7,east,delivered,71.25
561,21,12,north,cancelled,437.87
562,67,7,south,shipped,340.48
563,61,19,north,shipped,412.66
564,69,4,west,cancelled,228.91
565,39,1,north,cancelled,126.36
566,77,8,south,cancelled,177.86
567,34,17,north,cancelled,310.29
568,86,19,east,cancelled,317.99
569,21,3,east,shipped,278.32
570,68,13,south,shipped,318.32
571,90,13,south,delivered,453.45
572,21,16,east,delivered,215.01
573,28,15,south,shipped,438.04
574,72,1,west,pending,104.79
575,35,20,west,cancelled,432.48
576,77,12,south,shipped,186.33
577,41,5,east,cancelled,211.21
578,24,3,west,pending,242.69
579,51,17,north,pending,51.3
580,66,11,west,delivered,103.26
581,59,17,south,cancelled,194.5
582,45,13,west,shipped,435.83
583,76,17,east,shipped,413.82
584,59,2,east,shipped,269.58
585,61,9,west,pending,293.76
586,66,7,west,pending,12.06
587,53,20,east,shipped,25.23
588,71,9,west,delivered,394.31
589,50,5,north,pending,89.45
590,28,19,north,pending,63.39
591,78,1,north,pending,241.02
592,20,2,north,delivered,85.34
593,87,17,east,pending,400.57
594,24,17,south,shipped,271.34
595,62,19,north,pending,392.3
596,46,5,north,pending,405.75
597,26,11,west,cancelled,248.4
598,23,18,south,delivered,301.45
599,21,11,east,cancelled,361.91
600,49,16,west,pending,287.89
601,43,17,east,shipped,491.85
602,20,7,north,delivered,67.47
603,37,20,east,delivered,414.19
604,48,18,west,cancelled,276.31
605,34,2,north,cancelled,267.88
606,78,7,north,pending,202.61
607,32,16,south,delivered,224.32
608,90,1,east,pending,189.85
609,45,7,south,cancelled,302.19
610,77,15,north,delivered,409.45
611,50,16,north,pending,145.86
612,65,7,east,cancelled,274.79
613,39,3,east,delivered,119.86
614,32,5,north,pending,156.24
615,38,2,south,delivered,69.1
616,57,12,east,delivered,199.59
617,31,18,east,delivered,113.96
618,21,18,north,delivered,148.48
619,57,14,east,cancelled,269.92
620,66,19,east,delivered,60.68
621,68,10,north,shipped,424.06
622,43,17,north,delivered,34.42
623,27,12,west,pending,178.31
624,49,7,west,pending,40.0
625,31,2,east,pending,108.96
626,56,15,east,cancelled,465.3
627,33,9,north,pending,346.06
628,90,17,south,pending,326.08
629,23,15,east,pending,175.21
630,62,18,east,shipped,402.1
631,86,3,east,shipped,98.83
632,72,7,south,delivered,55.67
633,65,9,east,shipped,315.95
634,26,1,south,delivered,106.92
635,82,19,north,pending,24.77
636,61,12,east,shipped,421.67
637,19,4,north,cancelled,227.33
638,71,9,south,pending,305.51
639,80,1,east,pending,182.69
640,31,11,east,delivered,316.12
641,73,2,north,delivered,466.71
642,64,3,south,cancelled,414.26
643,76,18,west,shipped,442.55
644,37,4,east,cancelled,468.04
645,73,8,north,cancelled,360.83
646,40,13,north,delivered,269.74
647,84,3,south,pending,294.37
648,52,16,west,pending,187.86
649,86,2,east,cancelled,435.39
650,79,1,east,shipped,284.82
651,77,2,west,delivered,96.64
652,73,9,north,pending,201.69
653,52,17,west,delivered,97.67
654,59,12,west,pending,425.24
655,49,10,west,delivered,50.11
656,29,4,east,cancelled,7.41
657,53,5,south,cancelled,431.15
658,75,7,north,pending,298.35
659,49,9,west,pending,97.03
660,77,17,west,cancelled,374.65
661,90,4,south,delivered,150.58
662,66,1,west,shipped,409.58
663,61,19,east,delivered,360.74
664,21,10,north,pending,170.62
665,81,11,south,cancelled,416.0
666,59,6,west,cancelled,131.8
667,41,11,west,pending,175.64
668,80,11,south,shipped,163.66
669,45,8,west,cancelled,354.01
670,63,19,south,cancelled,112.17
671,51,13,north,shipped,219.83
672,61,5,east,pending,86.68
673,53,11,north,shipped,194.61
674,53,12,west,shipped,432.16
675,89,14,west,shipped,370.72
676,19,3,east,cancelled,348.01
677,84,9,east,delivered,288.58
678,42,9,east,shipped,462.57
679,28,4,east,delivered,114.72
680,48,5,north,delivered,91.09
681,70,19,north,shipped,460.58
682,80,18,west,shipped,94.35
683,89,15,west,shipped,271.97
684,48,2,north,delivered,272.55
685,78,3,west,pending,201.82
686,80,2,south,cancelled,382.5
687,75,20,east,pending,497.1
688,20,7,west,delivered,233.27
689,29,5,east,shipped,64.58
690,55,4,south,delivered,207.92
691,46,11,south,shipped,157.15
692,69,5,north,shipped,128.11
693,49,19,north,delivered,52.23
694,57,9,east,delivered,348.82
695,65,4,south,cancelled,74.92
696,78,16,north,cancelled,491.25
697,88,14,east,delivered,438.79
698,85,4,north,pending,91.5
699,62,4,west,shipped,16.17
700,72,4,north,pending,329.03
701,88,10,west,cancelled,330.32
702,60,17,north,delivered,259.77
703,63,8,north,delivered,7.82
704,76,6,south,shipped,46.12
705,52,9,north,shipped,499.65
706,57,2,south,cancelled,54.58
707,50,20,south,shipped,498.74
708,47,13,east,pending,88.95
709,33,11,south,delivered,219.88
710,42,5,east,pending,164.61
711,58,14,north,delivered,461.4
712,33,3,west,pending,189.72
713,86,5,north,delivered,99.25
714,41,4,south,shipped,221.24
715,42,13,north,delivered,49.2
716,45,14,south,delivered,13.91
717,79,19,west,pending,245.81
718,53,10,south,cancelled,249.1
719,85,17,north,delivered,21.2
720,54,3,south,delivered,348.03
721,30,2,south,pending,350.42
722,42,1,east,shipped,404.9
723,55,3,north,delivered,395.11
724,47,3,north,delivered,477.41
725,64,6,west,delivered,217.38
726,40,7,south,shipped,215.94
727,56,8,west,delivered,318.91
728,19,1,south,delivered,308.58
729,86,4,north,cancelled,424.66
730,34,14,south,pending,241.23
731,53,15,south,cancelled,362.4
732,23,19,east,delivered,405.14
733,24,13,north,pending,457.44
734,88,11,north,delivered,181.59
735,55,12,north,shipped,160.52
736,34,13,north,delivered,476.15
737,80,15,south,pending,444.07
738,31,8,south,cancelled,121.82
739,19,6,east,cancelled,241.14
740,54,8,north,shipped,213.52
741,78,18,west,delivered,25.51
742,79,7,south,delivered,349.1
743,74,13,south,delivered,32.6
744,61,17,east,cancelled,210.76
745,41,10,east,shipped,83.72
746,24,4,south,delivered,475.69
747,50,10,east,delivered,336.16
748,79,8,south,cancelled,291.16
749,32,10,north,delivered,86.21
750,26,10,north,pending,292.5
751,69,13,east,cancelled,217.34
752,80,6,east,shipped,239.36
753,27,6,north,cancelled,280.62
754,24,17,north,delivered,322.23
755,37,1,south,shipped,436.82
756,37,16,north,delivered,270.62
757,90,9,north,delivered,337.2
758,56,20,south,delivered,301.79
759,28,2,north,delivered,491.98
760,49,11,east,delivered,22.05
761,33,7,south,cancelled,88.39
762,89,17,west,delivered,181.98
763,71,19,north,pending,269.89
764,46,1,south,shipped,234.15
765,84,11,east,delivered,148.94
766,66,20,east,cancelled,143.1
767,75,12,north,cancelled,286.05
768,74,1,east,cancelled,207.62
769,56,20,east,pending,167.84
770,72,9,north,cancelled,68.84
771,57,6,east,pending,310.63
772,90,17,south,cancelled,52.23
773,25,3,north,shipped,112.25
774,30,14,west,shipped,30.08
775,44,18,east,cancelled,368.5
776,45,8,east,cancelled,355.46
777,51,13,east,cancelled,462.74
778,28,5,north,cancelled,223.83
779,38,11,east,delivered,21.57
780,48,15,east,cancelled,388.73
781,40,16,east,delivered,71.32
782,88,6,west,shipped,182.84
783,27,3,east,shipped,473.0
784,38,1,east,delivered,434.62
785,18,17,east,delivered,178.39
786,70,16,south,shipped,382.48
787,75,6,west,shipped,250.68
788,78,15,east,delivered,421.52
789,55,10,west,cancelled,397.44
790,22,4,east,cancelled,421.28
791,47,2,north,delivered,143.01
792,54,12,west,delivered,261.84
793,54,19,south,shipped,146.74
794,76,3,south,cancelled,171.32
795,27,12,north,cancelled,168.75
796,47,15,south,cancelled,269.18
797,51,19,east,delivered,474.74
798,43,17,north,shipped,451.4
799,72,3,north,pending,26.21
800,32,12,west,pending,38.23
801,87,11,south,pending,294.33
802,46,11,east,delivered,389.36
803,37,3,east,pending,261.91
804,52,18,south,shipped,405.11
805,36,10,east,delivered,340.29
806,27,19,west,shipped,101.88
807,25,12,east,cancelled,40.24
808,39,12,south,delivered,243.88
809,57,6,north,cancelled,497.87
810,90,20,east,pending,474.93
811,54,14,north,pending,53.12
812,74,9,north,cancelled,320.19
813,33,8,north,pending,74.95
814,77,11,south,delivered,195.66
815,56,5,west,cancelled,385.71
816,69,5,south,pending,63.77
817,52,4,south,delivered,291.13
818,82,16,south,delivered,346.73
819,87,7,south,cancelled,225.97
820,81,5,south,delivered,188.56
821,74,18,west,pending,127.89
822,28,10,north,pending,276.72
823,23,5,south,cancelled,162.46
824,73,9,north,pending,172.72
825,59,17,north,delivered,433.37
826,50,16,south,pending,423.03
827,21,6,north,shipped,283.44
828,29,19,west,delivered,444.13
829,47,18,north,delivered,113.21
830,20,2,west,shipped,330.95
831,52,6,east,pending,208.11
832,23,1,west,cancelled,154.6
833,40,5,south,pending,294.61
834,78,20,east,shipped,413.4
835,84,3,north,cancelled,355.14
836,74,15,north,cancelled,472.03
837,53,6,north,shipped,248.97
838,41,13,west,pending,5.11
839,73,11,east,delivered,411.04
840,80,4,east,cancelled,168.78
841,29,8,north,cancelled,287.77
842,78,9,north,delivered,392.74
843,62,5,west,pending,330.71
844,70,2,north,pending,175.21
845,60,10,west,delivered,20.24
846,59,11,south,cancelled,188.44
847,31,16,south,cancelled,327.26
848,38,17,north,pending,330.49
849,60,4,east,delivered,198.21
850,70,8,west,shipped,289.05
851,81,4,west,cancelled,375.66
852,54,10,west,shipped,310.35
853,69,12,south,cancelled,124.41
854,88,13,north,delivered,92.29
855,22,5,west,cancelled,6.42
856,76,12,south,delivered,336.36
857,29,8,east,pending,168.08
858,58,2,east,cancelled,451.46
859,50,7,south,pending,194.28
860,59,2,east,cancelled,438.15
861,32,5,north,shipped,268.96
862,69,9,west,delivered,396.97
863,83,3,west,delivered,390.03
864,18,8,east,delivered,100.92
865,87,1,north,delivered,254.95
866,77,1,south,shipped,48.73
867,70,4,west,cancelled,214.53
868,24,4,north,pending,190.26
869,42,7,south,cancelled,165.7
870,84,3,north,shipped,231.44
